,x,y,label
costs,5.654074,8.763026,40
marketing,12.400881,6.3635,46
sales,6.5880656,4.577711,-1
energy marketing,12.399185,6.362535,46
energy utilization,7.6092243,1.8452117,5
water,9.814207,4.7901006,46
article,-1.4454007,17.856548,-1
clinical laboratory,10.625104,6.741403,46
clinical research,10.244372,7.227132,46
computer network,10.382847,7.0994406,46
controlled study,11.567791,7.6750717,46
energy conservation,10.760475,-1.4303764,-1
energy consumption,10.259378,5.3073583,46
environmental health,9.723845,6.310266,46
good laboratory practice,10.408039,7.016276,46
health care cost,9.649891,6.301755,46
health care facility,9.659415,6.3058977,46
hospital design,9.80832,7.97583,46
medical research,10.220073,7.2497416,46
medical technology,9.541825,8.620814,46
national health service,9.694391,6.3669457,46
pollution control,11.659079,6.1152844,34
practice guideline,10.400168,7.1370955,46
priority journal,9.081432,6.130209,-1
quality control,4.4349546,9.32072,-1
resource allocation,10.245708,7.250599,46
united states,5.345633,10.477504,-1
water supply,9.838325,4.8624225,46
automobiles,11.690227,4.959621,-1
automotive fuels,14.903363,-1.9884235,-1
gasoline,8.887779,5.641644,4
mathematical models,11.7438345,8.025466,46
methanol fuels,7.4662094,8.438656,8
natural gas,18.513445,12.624553,7
alternative-fuel vehicles,10.102842,5.2729344,46
motor transportation,12.742521,5.407585,-1
alternative fuel,16.159166,5.301192,-1
consumption behavior,10.197311,5.8892503,46
energy use,10.762063,3.6531346,42
logit analysis,10.851976,7.0947886,46
diesel engines,4.93294,-0.14516643,20
exhaust systems (engine),10.185245,3.938042,46
fossil fuels,8.3151455,3.7295587,2
fuel consumption,10.239496,8.124478,-1
fuel injection,10.632621,4.780707,44
gas emissions,6.4046607,-1.8096029,28
hydrocarbons,19.140787,1.7266512,-1
ignition,10.995377,1.1889954,30
performance,9.417413,8.560368,46
temperature,9.298047,2.3437872,46
advanced injection timing,10.676478,5.199969,44
before top dead centre,9.504229,5.965283,46
brake specific fuel consumption,12.194176,6.085136,-1
brake thermal efficiency,9.814053,4.869149,-1
exhaust temperatures,9.757674,3.8480282,46
hydrogen emissions,7.182976,-2.2918298,-1
top dead centre,9.504352,5.965094,46
natural gas,18.572863,12.622353,7
automotive industry,9.762817,6.6597686,46
carbon dioxide,11.885143,2.7149293,0
cost effectiveness,4.1645184,2.570325,14
electric vehicles,11.7690325,5.4875526,46
gas emissions,6.3905334,-1.8348651,28
industrial economics,9.920018,14.443419,-1
liquefied natural gas,11.350011,6.0711017,15
marketing,12.400696,6.363418,46
mathematical models,11.74464,8.027107,46
synthetic fuels,13.738321,0.02767419,-1
taxation,9.322065,7.4656105,46
alternative fuel vehicles,10.09964,5.268563,46
carbon tax,7.777729,7.4300237,-1
energy system model,10.713879,6.0366597,46
air pollution control,11.654173,6.1144667,34
aerospace applications,9.960121,6.7835493,46
cost effectiveness,4.163283,2.5708892,14
flywheels,6.761002,10.256879,-1
military rockets,10.425596,4.774598,46
natural gas,18.52115,12.563602,7
rolls (machine components),10.590913,5.1859813,46
shafts (machine components),10.641754,5.202854,46
tubular steel structures,10.086827,5.2952456,46
weight control,10.604727,6.516726,46
composites technology,9.533828,8.635014,46
compressed natural gas (cng),10.965951,0.5337173,-1
natural gas vehicles (ngv),11.054255,0.5664795,-1
composite structures,10.139041,5.795246,46
alcohol,6.0401926,-3.6725106,-1
fuel,9.6654,5.3499923,46
gasoline,8.889668,5.6460767,4
natural gas,18.560614,12.510304,7
article,-1.445619,17.856352,-1
biomass,11.228007,8.057965,39
calculation,10.722544,6.695156,46
comparative study,12.160962,8.394111,46
exhaust gas,9.214661,3.855639,-1
greenhouse effect,16.515242,5.5520473,22
pollution transport,8.794012,2.2474186,43
priority journal,9.081467,6.1302457,-1
glycine max,9.875839,4.7395754,46
zea mays,10.310816,4.074332,32
automobiles,11.705897,4.943948,-1
biomass,11.228013,8.057927,39
diesel fuels,7.6872244,6.772119,-1
ethanol,7.4096866,8.570154,8
gasoline,8.923046,5.642246,4
internal combustion engines,10.591767,-4.516225,13
life cycle,11.17193,-2.5271435,-1
natural gas,18.461308,12.716799,7
particulate emissions,8.91385,5.210134,-1
pollution,8.795444,2.2491615,43
synthetic fuels,13.738319,0.027677909,-1
toxic materials,9.430385,6.0181375,46
compression ignition (ci) engines,10.186819,3.9421666,46
economic-input-output lifecycle analysis (elo-lca),10.560397,5.6000695,46
spark ignition (si) engines,10.186464,3.9397748,46
automotive fuels,14.917213,-1.9752263,-1
compressors,10.961552,2.016373,-1
explosives,14.814522,4.959772,-1
flammability,1.050827,5.14579,-1
land fill,9.614208,6.8433595,46
safety factor,10.259615,6.236495,46
combustible gases,7.7894998,-2.8480375,1
pumps,9.907718,4.558636,46
energy conversion,2.8933387,7.235502,-1
environmental protection,11.6494,7.3768997,-1
heat pump systems,9.971922,4.301528,46
numerical analysis,10.862015,7.0413585,46
space heating,6.3730755,3.5828662,-1
thermodynamics,14.355757,7.0532446,-1
energy saving,10.394935,5.4396,46
industrial heating,6.3877835,3.5901067,-1
compressed natural gas,1.3586075,-2.460007,6
gas adsorption,11.823661,3.1836464,-1
gas emissions,6.400256,-1.8043342,28
industrial research,9.927255,6.754251,46
natural gas transportation,10.306587,6.9078803,17
natural gas well production,12.172926,3.7179337,-1
vehicle performance,9.444059,6.8878508,46
brookhaven national laboratory,10.19757,5.6036077,46
consumer acceptance,9.789151,6.493851,46
gas delivery system,9.85483,6.352055,46
heavy vehicle technologies,9.833885,6.629128,46
individual technology,10.210483,7.298797,46
natural-gas production,12.172817,3.721957,-1
research and development,10.139297,7.191433,46
u.s. department of energy,7.4749236,8.477143,-1
natural gas vehicles,15.087426,11.683711,25
alternative fuels,11.077069,7.0496516,3
automobile manufacture,10.764137,13.6524105,-1
compressed natural gas,1.2785625,-2.5550947,6
fleet operations,8.671391,8.669001,-1
gas fuel storage,12.766117,5.6186953,37
gases,7.8135347,-2.849403,1
liquefaction of gases,7.7666917,-2.7829504,1
liquefied natural gas,11.375677,6.1086297,15
national security,11.309727,7.556702,-1
natural gas vehicles,15.108716,11.659688,25
petroleum transportation,9.901532,6.2021213,-1
auto manufacturers,10.7638,13.634619,-1
compressed natural gasses (cng),-6.192856,8.608199,29
heavy duty vehicles,14.757528,5.8490944,-1
liquefied natural gas (lng),2.039609,1.9240445,12
natural gas liquefaction,11.387662,6.095617,15
production facility,9.997777,6.5992646,46
transportation fleet,8.851566,7.7610846,46
transportation fuels,10.618195,3.2483215,-1
natural gas transportation,10.297476,6.919365,17
biodiesel,-2.5922163,5.8435907,-1
carbon monoxide,11.775576,-10.5936775,-1
compressed natural gas,1.28418,-2.4729369,6
diesel engines,4.941357,-0.15572444,20
energy efficiency,19.025509,5.3286505,21
energy management,12.090364,6.176568,46
energy utilization,7.6149726,1.8416685,5
ethanol,7.406803,8.576239,8
ethanol fuels,7.4672933,8.443086,8
ethers,9.861128,4.721186,46
fuel cells,14.613086,13.088165,-1
fuel economy,5.9314675,0.5625003,-1
gas emissions,6.3692966,-1.8152276,28
greenhouse gases,16.10951,8.1005125,22
hydrogen,8.694113,4.421705,18
liquefied natural gas,11.397728,6.0961757,15
liquefied petroleum gas,16.579103,3.7608964,-1
methanol,9.677543,16.593817,-1
methanol fuels,7.474603,8.407737,8
nitrogen oxides,11.164445,5.1601577,10
pollution,8.795599,2.249247,43
propulsion,7.623185,9.101891,-1
reformulated gasoline,8.893743,5.639194,4
volatile organic compounds,10.37628,4.5601234,46
argonne national laboratory,10.197473,5.6009536,46
compressed natural gasses (cng),-6.226965,8.642512,29
compression ignition,11.302057,6.347952,-1
compression ignition engine,11.300872,6.3474874,-1
fischer-tropsch diesel,13.015961,1.7717975,-1
liquefied natural gas (lng),2.0413296,1.9292396,12
liquefied petroleum gas (lpg),-4.173125,7.3372016,29
partnership for a new generation of vehicles,10.322402,6.258653,46
direct injection,10.94658,5.258866,44
compressed natural gas,1.2533228,-2.5619042,6
data acquisition,10.494723,6.7963867,46
diesel fuels,7.6841764,6.769071,-1
liquefied natural gas,11.377856,6.104704,15
trucks,4.5751376,11.727464,-1
waste management,9.783387,4.9021726,46
comprehensive comparisons,10.584742,7.3513165,46
data collection,10.532815,6.8369093,46
evaluation results,10.699894,6.7765055,46
freightliner,10.269492,4.0673866,32
heavy duty trucks,14.7875,5.835026,-1
national renewable energy laboratory,10.186609,7.3097887,46
u.s. department of energy,7.4746785,8.477351,-1
united parcel services,5.3556113,10.474816,-1
alternative fuels,11.069043,7.0630665,3
air pollution control,11.654272,6.114753,34
environmental protection,11.64942,7.376857,-1
laws and legislation,10.282062,7.2404027,46
natural gas,18.574688,12.610021,7
natural gas vehicles,15.06979,11.699531,25
synthetic fuels,13.739852,0.028952654,-1
energy market,10.044205,6.143668,46
gas supply,8.988665,6.306964,-1
natural gas,18.493532,12.556773,7
united kingdom,5.3460627,10.477617,-1
costs,5.5983105,8.822388,40
energy conservation,10.7618885,-1.4287137,-1
industrial economics,9.920551,14.444161,-1
marketing,12.400648,6.363435,46
energy prices,8.852838,6.8602805,46
energy efficiency,19.026485,5.343009,21
automotive fuels,14.858922,-2.0333703,-1
ecology,9.081615,5.102326,46
environmental protection,11.649372,7.376921,-1
gas emissions,6.3969665,-1.820109,28
gas engines,7.500408,11.253738,-1
industrial trucks,4.575292,11.7273,-1
internal combustion trucks,10.610178,-4.5008554,13
natural gas,18.483334,12.588305,7
combustion,13.848733,7.343328,38
costs,5.5866804,8.831542,40
electric utilities,14.94522,15.710874,-1
electricity,9.505388,-0.13067205,-1
gas fuel storage,12.767082,5.6197395,37
hydroelectric generators,11.210367,5.3288054,46
marketing,12.400821,6.3634777,46
natural gas,18.619055,12.614461,7
planning,10.020191,7.677173,46
turbines,15.017772,7.6694965,-1
combustion turbines,12.0507555,9.8467655,36
compressed air energy storage,17.182703,4.940199,9
pumped storage hydroelectric generation,11.100545,5.578192,46
energy storage,7.33112,-0.57152164,26
compressed air,10.745841,8.360469,24
compressed natural gas,1.286515,-2.5251234,6
compressibility of gases,13.291712,4.42619,-1
cost effectiveness,4.1639256,2.568494,14
drilling fluids,10.619005,5.1821065,46
gas industry,12.155515,4.491933,11
gas producers,9.476396,4.3406,46
gases,7.7936325,-2.8752244,1
infill drilling,9.928215,4.150118,46
injection (oil wells),5.1706495,1.5942914,-1
nitrogen,10.225794,5.410976,46
recycling,9.0550995,5.9418635,46
consistent quality,4.5752997,9.25827,-1
depleted reservoirs,9.750634,4.529162,46
field application,10.075987,6.9174957,46
gasified drillings,11.290944,7.9226646,39
hydrocarbon vapors,9.286398,4.0425577,46
oil and gas industry,9.503733,4.307453,46
prototype designs,9.808443,7.976869,46
prototype system,10.505395,6.5701485,46
underbalanced drilling,9.931277,4.1538787,46
air engines,7.500487,11.253327,-1
buses,13.824402,4.259603,-1
carbon monoxide,11.764127,-10.599407,-1
diesel engines,4.9485445,-0.10887369,20
diesel power plants,11.178262,5.5791454,46
fleet operations,8.671413,8.668647,-1
fuel economy,5.9315777,0.5621523,-1
gas emissions,6.376012,-1.8051225,28
gas plants,5.9650445,6.6503596,-1
laboratories,10.506572,6.575682,46
liquefied natural gas,11.385308,6.098203,15
mixers (machinery),10.709485,5.1621614,46
natural gas fields,12.25425,6.6369896,-1
nitrogen oxides,11.155694,5.152536,10
tractors (truck),10.517907,0.9900151,-1
comparative testing,10.502775,6.339933,46
compressed natural gasses (cng),-6.1857867,8.6019335,29
emissions measurements,9.128176,3.345772,43
equivalent fuel consumption,10.239486,8.124504,-1
liquefied natural gas (lng),2.043283,1.9306353,12
oxides of nitrogen,11.116368,5.114976,10
particulate matter,6.5884247,6.629443,-1
"sacramento , california",10.153338,5.3831053,46
compressed natural gas,1.2949902,-2.5395517,6
alternative fuels,11.072138,7.0699854,3
compressed natural gas,1.3153056,-2.5080485,6
energy security,11.323168,7.5282097,-1
engines,6.65952,11.941408,27
gas emissions,6.4102454,-1.8215661,28
hydrocarbons,19.144964,1.7492018,-1
truck drivers,6.4514923,9.587036,41
truck transportation,6.479407,9.559366,41
emission characteristics,9.37186,3.2165089,43
engine performance,4.0508666,5.371535,-1
fuel properties,15.990192,5.5065527,-1
gas compositions,10.937903,4.606113,-1
hydrocarbon emission,9.282703,4.0408545,46
investigate effects,10.109427,4.90241,46
power variations,10.662278,5.105497,46
stationary engines,4.9460554,-0.15591787,20
natural gas transportation,10.2611685,6.955821,17
compressed natural gas,1.3993064,-2.552528,6
costs,5.5507746,8.867637,40
fuel cells,14.610309,13.08835,-1
gasoline,8.89721,5.6336303,4
methanol,9.67776,16.593597,-1
natural gas transportation,10.284156,6.926168,17
natural gas vehicles,15.076303,11.696532,25
steam reforming,9.351583,6.393693,35
compressed hydrogens,14.067872,7.9650893,-1
energy carriers,11.320904,5.2710376,46
fuel cell vehicles,10.470519,5.0702324,46
middle distillates,9.236148,4.767674,46
on-board fuels,10.512998,5.989728,46
partial oxidations,10.22358,5.3868504,46
vehicle characteristics,9.815841,6.604989,46
vehicle weights,14.762528,5.859774,-1
fuel economy,5.9313197,0.5615929,-1
automobile manufacture,10.763726,13.652794,-1
calorific value,9.768919,7.478856,46
compressed natural gas,1.3187373,-2.520171,6
dual fuel engines,3.824822,-2.4617784,-1
fuel injection,10.632431,4.780324,44
gas emissions,6.4251904,-1.8490661,28
gasoline,8.9022,5.645507,4
liquefied petroleum gas,16.580904,3.75886,-1
natural gas vehicles,15.070806,11.698538,25
compressed natural gasses (cng),-6.194495,8.610061,29
engine operations,9.00964,6.1492033,46
equivalent energy,10.91637,5.3442082,46
fuel injection systems,10.619443,5.105001,44
liquefied petroleum gas (lpg),-4.1731186,7.3372035,29
original equipment manufacturers,10.460237,5.791467,46
prototype system,10.502728,6.568393,46
system components,10.478905,6.511998,46
fuel economy,5.9353056,0.5645717,-1
compressed air,10.795746,8.31235,24
energy storage,7.340726,-0.5674844,26
power generation,11.013186,3.8093443,46
compressed air energy storage (caes) plant,10.683332,5.292213,46
combustors,1.9798275,4.916027,-1
breeding blankets,9.828431,5.6482224,46
graphite,10.08429,5.2317505,46
liquid metal cooled reactors,10.44074,4.735102,46
lithium,10.913886,5.8818893,-1
lithium alloys,10.085815,5.1094666,46
lithium compounds,10.908584,5.876426,-1
magnetic field effects,10.52197,5.862609,46
plasma confinement,10.70711,5.6050344,46
radiation damage,10.546002,5.8019257,46
radiation protection,10.565103,5.825198,46
silicon carbide,10.10804,5.108743,46
stainless steel,10.084054,5.27119,46
magnetic fusion energy reactors,10.942858,4.8317676,46
reactor wall protection,10.138305,5.556458,46
fusion reactors,10.826847,4.73417,46
composite structures,10.139565,5.7933326,46
gas cylinders,12.812339,5.679279,37
natural gas,18.529276,12.563886,7
shells (structures),10.664798,5.191554,46
transfer molding,10.29106,5.273367,46
compressed natural gas integrated storage systems,14.08648,5.977531,-1
light duty natural gas vehicles,15.085276,11.685513,25
seeman composites' resin infusion molding process (scrimp),10.187628,5.4359226,46
vacuum assisted resin transfer molding (vartm),10.305117,5.269988,46
gas fuel storage,12.76599,5.6187596,37
amines,9.969945,4.8378706,46
carbon dioxide,11.868597,2.7446964,0
corrosion,10.323782,5.4789534,46
corrosion inhibitors,10.311344,5.4554787,46
erosion,9.480388,4.6827917,46
failure analysis,10.506184,7.712626,46
hardness testing,10.357274,5.98692,46
metallography,10.329414,4.111707,32
oil fields,13.836551,4.329444,-1
tensile strength,10.095206,5.515837,46
tensile testing,10.3373165,5.944372,46
ultrasonic measurement,10.578688,6.0508213,46
internal corrosion,10.332083,5.4829755,46
natural gas pipelines,5.500663,7.419026,-1
activation energy,10.757604,5.222305,46
air pollution control,11.652952,6.114751,34
catalyst deactivation,10.340394,5.493795,46
catalyst poisoning,10.345208,5.499929,46
gas emissions,6.354601,-1.7868005,28
gas engines,7.500009,11.252996,-1
methane,7.629405,7.1501293,35
natural gas,18.556887,12.633802,7
oxidation,10.141498,5.392494,46
palladium,10.077047,5.1724916,46
platinum,10.074187,5.177526,46
sulfur compounds,10.112143,4.9772444,46
lean burn natural gas vehicles,15.0732765,11.698812,25
catalysts,10.401961,5.519767,46
arrhenius,10.244214,4.01704,32
composite materials,10.107888,5.7404494,46
light weight vehicles,14.767036,5.856207,-1
natural gas,18.544626,12.519779,7
vacuum applications,9.983328,6.7973804,46
valves (mechanical),10.666033,5.3085504,46
seemann composites resin infusion molding process (scrimp),10.203568,5.415589,46
vacuum assisted resin transfer molding (vartm),10.305077,5.2715535,46
